rank,candidate_id,semantic_score,skill_score,behavior_score,experience_score,final_score,explanation
751,CAND_0015848,0.7205,4.43,0.1856,0.7,1.5378,Moderate overall profile match
752,CAND_0010097,0.7466,4.3867,0.1872,0.7,1.5377,Moderate overall profile match
753,CAND_0087006,0.8058,3.97,0.3642,1.0,1.5377,Strong semantic match with job description; Relevant professional experience
754,CAND_0051343,0.7285,4.4733,0.1138,0.7,1.5375,Moderate overall profile match
755,CAND_0047010,0.7463,4.17,0.4542,0.7,1.5369,Moderate overall profile match
756,CAND_0050589,0.7477,4.4167,0.143,0.7,1.5368,Moderate overall profile match
757,CAND_0087561,0.777,4.21,0.3416,0.7,1.5366,Strong semantic match with job description
758,CAND_0025902,0.7489,4.4633,0.0806,0.7,1.5365,Moderate overall profile match
759,CAND_0038310,0.7483,4.32,0.2606,0.7,1.5364,Moderate overall profile match
760,CAND_0003908,0.7291,4.4933,0.0816,0.7,1.5363,Moderate overall profile match
761,CAND_0052462,0.7361,4.0967,0.562,0.7,1.536,Positive candidate engagement signals
762,CAND_0006240,0.7458,4.1133,0.521,0.7,1.5359,Positive candidate engagement signals
763,CAND_0043613,0.7515,4.3733,0.1846,0.7,1.5359,Strong semantic match with job description
764,CAND_0034412,0.736,4.4233,0.1528,0.7,1.5358,Moderate overall profile match
765,CAND_0038464,0.7243,4.6,0.3306,0.2,1.5358,Moderate overall profile match
766,CAND_0061365,0.716,4.3567,0.2762,0.7,1.5358,Moderate overall profile match
767,CAND_0035195,0.7492,4.2167,0.1566,1.0,1.5352,Relevant professional experience
768,CAND_0046278,0.8118,4.23,0.2398,0.7,1.5352,Strong semantic match with job description
769,CAND_0056936,0.7488,3.81,0.6656,1.0,1.5352,Positive candidate engagement signals; Relevant professional experience
770,CAND_0080889,0.7238,4.26,0.152,1.0,1.5349,Relevant professional experience
771,CAND_0074907,0.7463,4.4467,0.0968,0.7,1.5346,Moderate overall profile match
772,CAND_0020828,0.7539,4.45,0.077,0.7,1.5345,Strong semantic match with job description
773,CAND_0031862,0.749,4.1833,0.1952,1.0,1.5345,Relevant professional experience
774,CAND_0025925,0.7312,4.0,0.4588,1.0,1.5343,Relevant professional experience
775,CAND_0040871,0.7404,4.4067,0.1574,0.7,1.5343,Moderate overall profile match
776,CAND_0064468,0.7304,4.34,0.635,0.2,1.5342,Positive candidate engagement signals
777,CAND_0021757,0.7559,4.23,0.3444,0.7,1.5337,Strong semantic match with job description
778,CAND_0045246,0.7015,4.41,0.228,0.7,1.5337,Moderate overall profile match
779,CAND_0031581,0.7533,4.0167,0.3906,1.0,1.5336,Strong semantic match with job description; Relevant professional experience
780,CAND_0070860,0.7305,4.2833,0.328,0.7,1.5336,Moderate overall profile match
781,CAND_0033848,0.7504,4.27,0.3042,0.7,1.5335,Strong semantic match with job description
782,CAND_0052324,0.7354,4.2633,0.3428,0.7,1.5335,Moderate overall profile match
783,CAND_0075469,0.74,4.2167,0.1662,1.0,1.5334,Relevant professional experience
784,CAND_0021146,0.7267,4.2,0.213,1.0,1.5333,Relevant professional experience
785,CAND_0070062,0.7238,4.0967,0.347,1.0,1.5331,Relevant professional experience
786,CAND_0095395,0.7643,4.43,0.0746,0.7,1.5331,Strong semantic match with job description
787,CAND_0082218,0.7646,4.19,0.3728,0.7,1.5329,Strong semantic match with job description
788,CAND_0013138,0.7286,4.32,0.0556,1.0,1.5326,Relevant professional experience
789,CAND_0033719,0.7636,4.3567,0.1648,0.7,1.5326,Strong semantic match with job description
790,CAND_0002031,0.7406,4.23,0.3674,0.7,1.5322,Moderate overall profile match
791,CAND_0086801,0.7491,3.77,0.7002,1.0,1.5322,Positive candidate engagement signals; Relevant professional experience
792,CAND_0020290,0.7329,4.4033,0.1636,0.7,1.5317,Moderate overall profile match
793,CAND_0029474,0.7505,4.2267,0.124,1.0,1.5317,Strong semantic match with job description; Relevant professional experience
794,CAND_0055607,0.7334,4.1367,0.271,1.0,1.5317,Relevant professional experience
795,CAND_0067989,0.7517,4.13,0.4674,0.7,1.5317,Strong semantic match with job description
796,CAND_0041453,0.7092,3.9667,0.5308,1.0,1.5315,Positive candidate engagement signals; Relevant professional experience
797,CAND_0024478,0.7534,4.4033,0.1182,0.7,1.5308,Strong semantic match with job description
798,CAND_0025629,0.7561,4.2867,0.257,0.7,1.5305,Strong semantic match with job description
799,CAND_0039329,0.7496,4.31,0.6154,0.2,1.5304,Positive candidate engagement signals
800,CAND_0091545,0.7483,4.1833,0.4014,0.7,1.5304,Moderate overall profile match
801,CAND_0037613,0.7384,4.4433,0.469,0.2,1.53,Moderate overall profile match
802,CAND_0012209,0.7525,4.2067,0.3614,0.7,1.5299,Strong semantic match with job description
803,CAND_0032889,0.7138,4.26,0.3702,0.7,1.5296,Moderate overall profile match
804,CAND_0048977,0.756,4.4167,0.0896,0.7,1.5295,Strong semantic match with job description
805,CAND_0017443,0.737,4.2233,0.3688,0.7,1.5294,Moderate overall profile match
806,CAND_0085263,0.7495,4.2333,0.1054,1.0,1.5292,Relevant professional experience
807,CAND_0032791,0.7262,4.5133,0.026,0.7,1.529,Moderate overall profile match
808,CAND_0083245,0.7359,4.47,0.06,0.7,1.5289,Moderate overall profile match
809,CAND_0005525,0.7407,4.25,0.324,0.7,1.5286,Moderate overall profile match
810,CAND_0023699,0.7286,4.4867,0.4262,0.2,1.5284,Moderate overall profile match
811,CAND_0034391,0.7409,3.96,0.4604,1.0,1.5284,Relevant professional experience
812,CAND_0035423,0.7506,4.0633,0.3112,1.0,1.5283,Strong semantic match with job description; Relevant professional experience
813,CAND_0012279,0.7148,4.2833,0.1074,1.0,1.5282,Relevant professional experience
814,CAND_0052646,0.7453,4.3667,0.1672,0.7,1.5282,Moderate overall profile match
815,CAND_0079460,0.7632,3.93,0.4508,1.0,1.5279,Strong semantic match with job description; Relevant professional experience
816,CAND_0008290,0.7459,4.2867,0.0386,1.0,1.5277,Relevant professional experience
817,CAND_0022303,0.775,3.9833,0.3586,1.0,1.5276,Strong semantic match with job description; Relevant professional experience
818,CAND_0052088,0.7478,4.3733,0.149,0.7,1.5272,Moderate overall profile match
819,CAND_0006453,0.7272,4.32,0.2552,0.7,1.5269,Moderate overall profile match
820,CAND_0007038,0.7533,4.3333,0.1846,0.7,1.5266,Strong semantic match with job description
821,CAND_0060411,0.7449,4.1333,0.4514,0.7,1.5266,Moderate overall profile match
822,CAND_0062729,0.7376,4.09,0.295,1.0,1.5265,Relevant professional experience
823,CAND_0028830,0.7626,4.0167,0.5608,0.7,1.5264,Strong semantic match with job description; Positive candidate engagement signals
824,CAND_0048624,0.7139,4.1533,0.2616,1.0,1.5262,Relevant professional experience
825,CAND_0054951,0.7629,3.9667,0.6218,0.7,1.5262,Strong semantic match with job description; Positive candidate engagement signals
826,CAND_0043241,0.6938,4.2433,0.4138,0.7,1.5261,Moderate overall profile match
827,CAND_0009198,0.7395,3.9533,0.6842,0.7,1.526,Positive candidate engagement signals
828,CAND_0049246,0.7077,4.0967,0.3434,1.0,1.5259,Relevant professional experience
829,CAND_0078137,0.7572,4.17,0.3754,0.7,1.5255,Strong semantic match with job description
830,CAND_0025804,0.7834,4.2033,0.0562,1.0,1.5254,Strong semantic match with job description; Relevant professional experience
831,CAND_0088751,0.7419,3.94,0.4684,1.0,1.5254,Relevant professional experience
832,CAND_0009853,0.7582,4.1633,0.38,0.7,1.5251,Strong semantic match with job description
833,CAND_0012449,0.7497,4.2633,0.2718,0.7,1.5251,Moderate overall profile match
834,CAND_0090361,0.7645,3.9833,0.3676,1.0,1.5251,Strong semantic match with job description; Relevant professional experience
835,CAND_0048600,0.7267,4.0867,0.3132,1.0,1.525,Relevant professional experience
836,CAND_0054354,0.7371,4.0833,0.2956,1.0,1.5248,Relevant professional experience
837,CAND_0071762,0.7543,4.5867,0.2318,0.2,1.5248,Strong semantic match with job description
838,CAND_0009986,0.7344,4.38,0.1548,0.7,1.5247,Moderate overall profile match
839,CAND_0018764,0.7466,4.2767,0.2594,0.7,1.5247,Moderate overall profile match
840,CAND_0063476,0.7302,4.44,0.0882,0.7,1.5247,Moderate overall profile match
841,CAND_0020954,0.7386,3.76,0.6956,1.0,1.5246,Positive candidate engagement signals; Relevant professional experience
842,CAND_0028816,0.7302,4.36,0.1876,0.7,1.5246,Moderate overall profile match
843,CAND_0015912,0.7082,4.07,0.3684,1.0,1.5245,Relevant professional experience
844,CAND_0035587,0.7304,4.4267,0.1016,0.7,1.5241,Moderate overall profile match
845,CAND_0089922,0.7239,4.4267,0.1138,0.7,1.524,Moderate overall profile match
846,CAND_0088543,0.7163,4.21,0.1738,1.0,1.5238,Relevant professional experience
847,CAND_0004820,0.7483,4.26,0.2714,0.7,1.5236,Moderate overall profile match
848,CAND_0076295,0.7509,4.46,0.0154,0.7,1.5235,Strong semantic match with job description
849,CAND_0027855,0.7591,4.3,-0.026,1.0,1.5234,Strong semantic match with job description; Relevant professional experience
850,CAND_0086961,0.7437,4.25,0.292,0.7,1.5234,Moderate overall profile match
851,CAND_0098256,0.71,4.22,0.3972,0.7,1.5234,Moderate overall profile match
852,CAND_0042650,0.7309,4.2867,0.2716,0.7,1.5233,Moderate overall profile match
853,CAND_0090385,0.766,4.34,0.1346,0.7,1.5233,Strong semantic match with job description
854,CAND_0085901,0.7427,4.18,0.1556,1.0,1.5232,Relevant professional experience
855,CAND_0041957,0.7466,4.3267,0.5614,0.2,1.5226,Positive candidate engagement signals
856,CAND_0023896,0.7666,3.9633,0.6002,0.7,1.5225,Strong semantic match with job description; Positive candidate engagement signals
857,CAND_0049363,0.7472,3.9567,0.422,1.0,1.5225,Relevant professional experience
858,CAND_0056356,0.7286,4.13,0.2426,1.0,1.5225,Relevant professional experience
859,CAND_0089595,0.7222,4.2333,0.3514,0.7,1.5225,Moderate overall profile match
860,CAND_0038912,0.728,4.3033,0.0266,1.0,1.5224,Relevant professional experience
861,CAND_0024156,0.765,4.3867,0.0726,0.7,1.5222,Strong semantic match with job description
862,CAND_0038867,0.7398,4.1167,0.4602,0.7,1.5221,Moderate overall profile match
863,CAND_0047126,0.7348,4.2567,0.0698,1.0,1.522,Relevant professional experience
864,CAND_0083843,0.746,4.3667,0.1344,0.7,1.522,Moderate overall profile match
865,CAND_0059488,0.7312,4.2433,0.0932,1.0,1.5219,Relevant professional experience
866,CAND_0070853,0.7573,4.3767,0.0986,0.7,1.5218,Strong semantic match with job description
867,CAND_0084442,0.7377,4.4167,0.0876,0.7,1.5218,Moderate overall profile match
868,CAND_0094876,0.7147,4.0167,0.4088,1.0,1.5218,Relevant professional experience
869,CAND_0058518,0.7316,4.33,0.2068,0.7,1.5215,Moderate overall profile match
870,CAND_0088445,0.73,4.3633,0.1678,0.7,1.5214,Moderate overall profile match
871,CAND_0042642,0.7451,4.1933,0.349,0.7,1.5212,Moderate overall profile match
872,CAND_0048737,0.722,4.21,0.3734,0.7,1.521,Moderate overall profile match
873,CAND_0088898,0.7465,4.2367,0.2904,0.7,1.5208,Moderate overall profile match
874,CAND_0038681,0.7422,4.1867,0.3608,0.7,1.5207,Moderate overall profile match
875,CAND_0022296,0.7243,4.09,0.2918,1.0,1.5206,Relevant professional experience
876,CAND_0028430,0.7574,3.85,0.5258,1.0,1.5206,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
877,CAND_0092352,0.7502,4.19,0.3398,0.7,1.5206,Strong semantic match with job description
878,CAND_0098232,0.7489,4.4167,0.0594,0.7,1.5206,Moderate overall profile match
879,CAND_0095731,0.7481,4.4167,0.0604,0.7,1.5205,Moderate overall profile match
880,CAND_0018202,0.7589,4.1933,0.0914,1.0,1.5202,Strong semantic match with job description; Relevant professional experience
881,CAND_0018421,0.7445,4.1633,0.1576,1.0,1.5201,Relevant professional experience
882,CAND_0046778,0.7505,4.0533,0.2828,1.0,1.5201,Strong semantic match with job description; Relevant professional experience
883,CAND_0048594,0.7374,4.38,0.124,0.7,1.5198,Moderate overall profile match
884,CAND_0025577,0.7017,4.4467,0.112,0.7,1.5197,Moderate overall profile match
885,CAND_0080186,0.728,4.5433,0.3132,0.2,1.5197,Moderate overall profile match
886,CAND_0014932,0.6922,4.38,0.5886,0.2,1.5196,Positive candidate engagement signals
887,CAND_0033983,0.713,4.43,0.1096,0.7,1.5196,Moderate overall profile match
888,CAND_0002700,0.684,3.82,0.7044,1.0,1.5195,Positive candidate engagement signals; Relevant professional experience
889,CAND_0074723,0.737,4.19,0.1354,1.0,1.5194,Relevant professional experience
890,CAND_0037751,0.7053,3.76,0.7348,1.0,1.5191,Positive candidate engagement signals; Relevant professional experience
891,CAND_0070583,0.7541,4.3733,0.0948,0.7,1.5189,Strong semantic match with job description
892,CAND_0057036,0.7434,4.31,0.1948,0.7,1.5188,Moderate overall profile match
893,CAND_0036415,0.733,4.3867,0.119,0.7,1.5187,Moderate overall profile match
894,CAND_0070816,0.7328,4.7267,0.0684,0.2,1.5185,Moderate overall profile match
895,CAND_0056720,0.7641,4.5233,0.2598,0.2,1.5184,Strong semantic match with job description
896,CAND_0094614,0.7422,4.1367,0.1862,1.0,1.5183,Relevant professional experience
897,CAND_0007830,0.7265,4.5033,0.3582,0.2,1.5181,Moderate overall profile match
898,CAND_0062033,0.7302,4.2033,0.3512,0.7,1.5181,Moderate overall profile match
899,CAND_0047903,0.7511,4.2167,0.0668,1.0,1.518,Strong semantic match with job description; Relevant professional experience
900,CAND_0013100,0.7412,4.6333,0.165,0.2,1.5178,Moderate overall profile match
901,CAND_0079789,0.7372,4.1033,0.4596,0.7,1.5176,Moderate overall profile match
902,CAND_0057387,0.7497,4.42,0.4132,0.2,1.5175,Moderate overall profile match
903,CAND_0036549,0.6977,4.4867,0.0584,0.7,1.5174,Moderate overall profile match
904,CAND_0044175,0.7076,4.1067,0.513,0.7,1.5173,Positive candidate engagement signals
905,CAND_0006127,0.7321,4.0233,0.5674,0.7,1.5171,Positive candidate engagement signals
906,CAND_0076154,0.7567,4.37,0.0836,0.7,1.5169,Strong semantic match with job description
907,CAND_0008565,0.73,4.2267,0.3156,0.7,1.5168,Moderate overall profile match
908,CAND_0039950,0.7141,4.5433,-0.0488,0.7,1.5167,Moderate overall profile match
909,CAND_0060109,0.7502,4.3233,0.1534,0.7,1.5166,Strong semantic match with job description
910,CAND_0065277,0.7556,4.0,0.322,1.0,1.5166,Strong semantic match with job description; Relevant professional experience
911,CAND_0040159,0.7521,4.0633,0.249,1.0,1.5165,Strong semantic match with job description; Relevant professional experience
912,CAND_0004051,0.7262,4.3067,0.2212,0.7,1.5164,Moderate overall profile match
913,CAND_0013085,0.723,4.18,0.1608,1.0,1.5164,Relevant professional experience
914,CAND_0055548,0.743,3.9133,0.4538,1.0,1.5163,Relevant professional experience
915,CAND_0014461,0.7348,4.2,0.1112,1.0,1.5162,Relevant professional experience
916,CAND_0071395,0.7517,4.35,0.1148,0.7,1.5161,Strong semantic match with job description
917,CAND_0084627,0.7082,4.3767,-0.0576,1.0,1.5159,Relevant professional experience
918,CAND_0079038,0.7102,4.02,0.6088,0.7,1.5158,Positive candidate engagement signals
919,CAND_0080369,0.7235,3.8,0.632,1.0,1.5158,Positive candidate engagement signals; Relevant professional experience
920,CAND_0047068,0.7629,4.1533,0.3356,0.7,1.5156,Strong semantic match with job description
921,CAND_0079764,0.7384,4.01,0.3386,1.0,1.5156,Relevant professional experience
922,CAND_0001896,0.7181,4.2933,0.623,0.2,1.5152,Positive candidate engagement signals
923,CAND_0065422,0.7284,4.3033,0.589,0.2,1.515,Positive candidate engagement signals
924,CAND_0013015,0.7333,3.9367,0.662,0.7,1.5149,Positive candidate engagement signals
925,CAND_0040259,0.7388,4.1267,0.1878,1.0,1.5148,Relevant professional experience
926,CAND_0004800,0.7603,4.19,0.2906,0.7,1.5147,Strong semantic match with job description
927,CAND_0093634,0.7403,4.3867,0.0844,0.7,1.5147,Moderate overall profile match
928,CAND_0080810,0.7588,4.45,0.343,0.2,1.5146,Strong semantic match with job description
929,CAND_0092712,0.7356,4.2367,0.281,0.7,1.5146,Moderate overall profile match
930,CAND_0069232,0.7695,3.9133,0.3908,1.0,1.5143,Strong semantic match with job description; Relevant professional experience
931,CAND_0084840,0.7476,4.18,0.3264,0.7,1.5143,Moderate overall profile match
932,CAND_0093211,0.7546,4.18,0.3124,0.7,1.5143,Strong semantic match with job description
933,CAND_0047112,0.7389,4.32,0.1664,0.7,1.5139,Moderate overall profile match
934,CAND_0047431,0.7555,3.87,0.696,0.7,1.5139,Strong semantic match with job description; Positive candidate engagement signals
935,CAND_0096433,0.7247,4.26,0.2698,0.7,1.5138,Moderate overall profile match
936,CAND_0089871,0.7399,4.5733,0.222,0.2,1.5137,Moderate overall profile match
937,CAND_0018484,0.746,4.2833,0.1968,0.7,1.5136,Moderate overall profile match
938,CAND_0034689,0.748,4.27,0.2094,0.7,1.5136,Moderate overall profile match
939,CAND_0024492,0.7412,4.3867,0.0752,0.7,1.5132,Moderate overall profile match
940,CAND_0058674,0.7491,4.1667,0.334,0.7,1.5131,Moderate overall profile match
941,CAND_0094809,0.7382,3.98,0.3636,1.0,1.513,Relevant professional experience
942,CAND_0026092,0.7411,4.4233,0.0284,0.7,1.5129,Moderate overall profile match
943,CAND_0040436,0.7411,4.3367,0.51,0.2,1.5126,Positive candidate engagement signals
944,CAND_0050943,0.7304,4.19,0.3384,0.7,1.5123,Moderate overall profile match
945,CAND_0019968,0.7344,4.17,0.1296,1.0,1.5122,Relevant professional experience
946,CAND_0088854,0.7336,4.1867,0.1104,1.0,1.5122,Relevant professional experience
